,endTime,artistName,trackName,msPlayed
184,2021-07-04 17:56,Sofiane Pamart,London,4614
185,2021-07-04 17:56,Sofiane Pamart,Medellin,374973
186,2021-07-04 17:59,Sofiane Pamart,La Havane,185666
187,2021-07-04 18:02,Sofiane Pamart,San Francisco,175474
188,2021-07-04 18:05,Sofiane Pamart,Carthage,162226
189,2021-07-04 18:07,Sofiane Pamart,Madagascar,138613
190,2021-07-04 18:09,Sofiane Pamart,Nara,131920
191,2021-07-04 18:12,Sofiane Pamart,London,157160
192,2021-07-04 18:16,Sofiane Pamart,Alaska,239986
193,2021-07-04 18:19,Sofiane Pamart,Nagasaki,186680
194,2021-07-04 18:20,Sofiane Pamart,Ocean,87457
195,2021-07-05 18:18,Gilberto Gil,Refazenda,8008
196,2021-07-05 18:18,Gilberto Gil,Toda Menina Baiana,226640
197,2021-07-05 18:18,Pauline Croze,Essa Moca Ta Diferente,0
198,2021-07-05 18:21,Chico Buarque,Essa Moça Tá Diferente,163793
199,2021-07-05 18:24,Antônio Carlos Jobim,Águas De Março,209258
200,2021-07-05 18:28,João Gilberto,Chega De Saudade,121573
201,2021-07-05 18:29,Antônio Carlos Jobim,Se Todos Fossem Iguais a Voce,8428
202,2021-07-05 18:30,Caetano Veloso,Sozinho - Ao Vivo,0
203,2021-07-05 18:32,Caetano Veloso,Sozinho - Ao Vivo,78506
204,2021-07-06 10:17,Caetano Veloso,Sozinho - Ao Vivo,112021
205,2021-07-06 10:18,Caetano Veloso,Beleza Pura,95575
206,2021-07-06 10:22,Elis Regina,Corcovado,228252
207,2021-07-06 10:25,Elis Regina,Inútil Paisagem,186059
208,2021-07-06 10:26,Elis Regina,Por Toda A Minha Vida (Exaltação Ao Amor),25495
209,2021-07-06 10:26,Chico Buarque,Construção,0
210,2021-07-06 10:26,Elis Regina,Águas De Março,0
211,2021-07-06 10:33,Chico Buarque,Construção,383626
212,2021-07-06 10:33,Chico Buarque,Blues Pra Bia,0
213,2021-07-06 10:36,João Gilberto,Saudade Da Bahia - Original Mix,15333
214,2021-07-06 10:36,Sérgio Mendes,Pais Tropical,12213
215,2021-07-06 10:36,Sérgio Mendes,Pais Tropical,0
216,2021-07-06 10:36,João Gilberto,Samba Da Minha Terra - Original Mix,141133
217,2021-07-06 10:37,Seu Jorge,País Tropical / Música Incidental: Sou Flamengo - Ao Vivo,5038
218,2021-07-06 10:40,Seu Jorge,País Tropical / Música Incidental: Sou Flamengo - Ao Vivo,212346
219,2021-07-06 10:42,Seu Jorge,Felicidade,102794
220,2021-07-06 10:45,Jorge Ben Jor,Mas Que Nada / De Manhã - Medley,179506
221,2021-07-06 10:45,Cássia Eller,Por Enquanto - Ao Vivo,12509
222,2021-07-06 10:48,Caetano Veloso,Samba De Verao,181672
223,2021-07-06 10:51,Gilberto Gil,Esperando na janela,135418
224,2021-07-06 10:54,Antônio Carlos Jobim,A Felicidade - Ao Vivo,191796
225,2021-07-06 10:56,Antônio Carlos Jobim,Manhã De Carnaval (Solo Guitar Version #1),132534
226,2021-07-06 10:56,Antônio Carlos Jobim,O Nosso Amor - (Trombone Instrumental Version),3638
227,2021-07-06 10:57,Antônio Carlos Jobim,"Manhã De Carnaval, Orfeu (Solo Guitar Version #2)",3390
228,2021-07-06 10:58,Antônio Carlos Jobim,"Manhã De Carnaval, Euridice",112175
229,2021-07-06 10:58,Antônio Carlos Jobim,Pontos De Macumba,0
230,2021-07-06 10:58,Antônio Carlos Jobim,Frevo De Orfeu,0
231,2021-07-06 11:00,Antônio Carlos Jobim,A Felicidade (Vocal Version),114915
232,2021-07-06 11:02,Elie Semoun,Mademoiselle A,109273
233,2021-07-06 11:06,Philippe Chany,La carioca,203290
234,2021-07-06 11:09,Henri Salvador,Jardin d'hiver,168000
235,2021-07-06 11:15,Ibrahim Maalouf,S3NS - Duo Version,11354
236,2021-07-06 11:15,Ibrahim Maalouf,S3NS - Duo Version,22500
237,2021-07-06 11:15,Natanael Cano,Amor Tumbado,213971
238,2021-07-06 11:16,Ibrahim Maalouf,Una Rosa Blanca,30255
239,2021-07-06 11:18,Ibrahim Maalouf,True Sorry,113290
240,2021-07-06 11:24,Ibrahim Maalouf,InPressi,890
241,2021-07-06 11:24,Ibrahim Maalouf,Nomade Slang,364509
242,2021-07-06 11:25,Ibrahim Maalouf,Busy,72794
243,2021-07-06 11:29,Vieux Farka Touré,Bonheur,202686
244,2021-07-06 11:30,Ibrahim Maalouf,Come prima,76788
245,2021-07-06 11:33,Ibrahim Maalouf,Bambino,156618
246,2021-07-06 11:36,Dalida,Bambino,182789
247,2021-07-07 07:15,Ahmoudou Madassane,Akaline Akaline,11726
248,2021-07-07 07:15,Oumou Sangaré,Mogoya,139
249,2021-07-07 07:15,Freddie Gibbs,Gang Signs (feat. ScHoolboy Q),6501
250,2021-07-07 07:15,Freddie Gibbs,Gang Signs (feat. ScHoolboy Q),905
251,2021-07-07 07:15,Mariem Hassan,Arrabi al Arabe,12144
252,2021-07-07 07:15,Busta Rhymes,Look Over Your Shoulder (feat. Kendrick Lamar),1602
253,2021-07-07 07:15,Afel Bocoum,Penda Djiga,2577
254,2021-07-07 07:19,Erick the Architect,Let It Go,223641
255,2021-07-07 07:22,GRIP,No Más!,186000
256,2021-07-07 07:25,Statik Selektah,Keep It Moving,178532
257,2021-07-07 07:28,Jharrel Jerome,For Real (feat. Kemba),185306
258,2021-07-07 07:33,Kipp Stone,Sprague Street,257832
259,2021-07-07 07:35,"Tyler, The Creator",LUMBERJACK,138312
260,2021-07-07 07:39,Busta Rhymes,Look Over Your Shoulder (feat. Kendrick Lamar),248810
261,2021-07-07 07:49,Action Bronson,Latin Grammys,119543
262,2021-07-07 07:58,FT News Briefing,How English Channel ports avoided a Brexit meltdown,571756
263,2021-07-07 07:59,FT News Briefing,What the Apple Daily closure means for the free press in Hong Kong,27631
264,2021-07-09 06:19,FT News Briefing,What the Apple Daily closure means for the free press in Hong Kong,664699
265,2021-07-09 06:44,FT News Briefing,"Introducing Tech Tonic: Trust me, I’m a robot",1476899
266,2021-07-09 06:53,FT News Briefing,China’s widening tech crackdown,535472
267,2021-07-09 07:02,FT News Briefing,What did Didi’s bankers know before the IPO?,535994
268,2021-07-09 07:06,Action Bronson,Latin Grammys,169813
269,2021-07-09 07:09,Jharrel Jerome,For Real (feat. Kemba),185306
270,2021-07-09 07:12,Erick the Architect,Let It Go,223641
271,2021-07-09 07:17,Kipp Stone,Sprague Street,257832
272,2021-07-09 07:36,Freddie Gibbs,Gang Signs (feat. ScHoolboy Q),57370
273,2021-07-09 07:40,Ibrahim Maalouf,True Sorry - Duo Version,246479
274,2021-07-09 10:39,Ibrahim Maalouf,True Sorry - Duo Version,2513
275,2021-07-09 10:42,Ibrahim Maalouf,Election Night - Duo Version,172000
276,2021-07-09 10:51,Ibrahim Maalouf,Red Rose - Duo Version,201000
277,2021-07-09 10:51,Ibrahim Maalouf,Surprises - Duo Version,4235
278,2021-07-09 10:52,Ibrahim Maalouf,True Sorry - Duo Version,9729
279,2021-07-09 10:57,Ibrahim Maalouf,Free Spirit - Duo Version,262000
280,2021-07-09 11:01,Ibrahim Maalouf,Beirut - Duo Version,277000
281,2021-07-09 11:05,Ibrahim Maalouf,Happy Face - Duo Version,247000
282,2021-07-09 11:08,Ibrahim Maalouf,Hashish - Duo Version,157000
283,2021-07-09 11:12,Ibrahim Maalouf,Défilé 1962 - Duo Version,234000
284,2021-07-09 11:16,Ibrahim Maalouf,Harlem - Duo Version,272000
285,2021-07-09 11:24,Ibrahim Maalouf,Red & Black Light - Duo Version,192000
286,2021-07-09 11:27,Ibrahim Maalouf,Kalthoum (Movement I) - Duo Version,218000
287,2021-07-09 11:31,Ibrahim Maalouf,Esse Emme - Duo Version,196000
288,2021-07-09 11:35,Ibrahim Maalouf,S3NS - Duo Version,268377
289,2021-07-09 12:45,Ibrahim Maalouf,S3NS - Duo Version,12641
290,2021-07-09 12:48,Ibrahim Maalouf,Celle que vous croyez - Duo Version,220000
291,2021-07-09 12:52,Ibrahim Maalouf,InPressi - Duo Version,228000
292,2021-07-09 12:55,Ibrahim Maalouf,Diaspora - Duo Version,174000
293,2021-07-09 12:58,Ibrahim Maalouf,Les Quais - Duo Version,186000
294,2021-07-09 13:01,Ibrahim Maalouf,Will Soon Be a Woman - Duo Version,189000
295,2021-07-09 13:17,Ibrahim Maalouf,Essentielles - Duo Version,38368
296,2021-07-09 14:04,The Rachman Review,South Africa’s pivotal moment,1272961
297,2021-07-09 14:11,Ibrahim Maalouf,S3NS - Duo Version,281000
298,2021-07-09 14:15,Ibrahim Maalouf,Celle que vous croyez - Duo Version,220000
299,2021-07-09 14:19,Ibrahim Maalouf,InPressi - Duo Version,228000
300,2021-07-09 14:22,Ibrahim Maalouf,Diaspora - Duo Version,174000
301,2021-07-09 14:24,Ibrahim Maalouf,Les Quais - Duo Version,135605
302,2021-07-09 14:27,Ibrahim Maalouf,Will Soon Be a Woman - Duo Version,189000
303,2021-07-09 14:29,Ibrahim Maalouf,Essentielles - Duo Version,128000
304,2021-07-09 14:35,Ibrahim Maalouf,Radio Magallanes - Duo Version,335000
305,2021-07-09 14:40,Ibrahim Maalouf,Maeva in Wonderland - Duo Version,275000
306,2021-07-09 14:43,Ibrahim Maalouf,Surprises - Duo Version,195917
307,2021-07-09 15:30,Take Flight Podcast,E83 - Property vs Stocks Part 4 | Final discussion,2465889
308,2021-07-10 06:53,Swindle,"LOST (feat. Loyle Carner, Kojey Radical & JNR Williams) - Single Mix",1787
309,2021-07-10 06:57,Ant Clemons,Section (feat. Kehlani),219400
310,2021-07-10 07:00,BJ The Chicago Kid,Type Of Day,187541
311,2021-07-10 07:04,dvsn,I Believed It (feat. Mac Miller),246609
312,2021-07-10 07:08,Alkpote,Fontaine de jouvence,214653
313,2021-07-10 07:09,Jaykae,1000 Nights (feat. Jorja Smith),64700
314,2021-07-10 07:10,Jason Derulo,Ridin' Solo,23568
315,2021-07-10 07:14,Jaykae,1000 Nights (feat. Jorja Smith),232500
316,2021-07-10 07:19,Nas,Life is Like a Dice Game - Spotify Singles,284093
317,2021-07-10 07:23,Calvin Harris,By Your Side (feat. Tom Grennan) - Oliver Heldens Remix,238064
318,2021-07-10 07:26,Common,Imagine [Feat. PJ],221318
319,2021-07-10 07:29,R3HAB,Pues (with Luis Fonsi & Sean Paul) [All That MTRS Remix],150000
320,2021-07-10 07:31,Berhana,Nostalgia,147840
321,2021-07-10 07:34,Vince Staples,ARE YOU WITH THAT?,138410
322,2021-07-10 08:47,Oum,Hal 2,250096
323,2021-07-10 08:48,Common,Imagine [Feat. PJ],47914
324,2021-07-10 08:51,Ahmoudou Madassane,Akaline Akaline,133290
325,2021-07-10 08:56,Afel Bocoum,Penda Djiga,264845
326,2021-07-10 08:57,Oumou Sangaré,Mogoya,48445
327,2021-07-10 09:16,Take Flight Podcast,E83 - Property vs Stocks Part 4 | Final discussion,1124675
328,2021-07-10 09:26,FT News Briefing,A wave of private equity buyouts in the UK prompts concern,596232
329,2021-07-10 09:27,FT News Briefing,A wave of private equity buyouts in the UK prompts concern,16857
330,2021-07-10 09:38,FT News Briefing,Martin Wolf's summer reading list,675027
331,2021-07-10 15:39,Ahmoudou Madassane,Akaline Akaline,166592
332,2021-07-10 15:44,Afel Bocoum,Penda Djiga,264845
333,2021-07-10 15:47,Oumou Sangaré,Mogoya,194046
334,2021-07-10 15:51,Mariem Hassan,Arrabi al Arabe,252004
335,2021-07-10 15:54,St Germain,How Dare You,196638
336,2021-07-11 07:38,Mdou Moctar,Chismiten,91722
337,2021-07-11 07:42,Seu Jorge,Mariana,275853
338,2021-07-11 07:45,Céu,Malemolencia,174653
339,2021-07-11 07:49,Caetano Veloso,Não Enche,208933
340,2021-07-11 07:52,Seu Jorge,A Doida,184626
341,2021-07-11 07:56,Seu Jorge,Burguesinha,258186
342,2021-07-11 07:59,Al Green,How Can You Mend a Broken Heart,1068
343,2021-07-11 07:59,Kool & The Gang,Fresh,46
344,2021-07-11 07:59,D'Angelo,Really Love,0
345,2021-07-11 07:59,Belchior,Divina Comédia Humana,189805
346,2021-07-11 07:59,Chaka Khan,Like Sugar,0
347,2021-07-11 07:59,Commodores,Easy,0
348,2021-07-11 07:59,The O'Jays,I Love Music,0
349,2021-07-11 07:59,Janet Jackson,Together Again,2995
350,2021-07-11 07:59,Curtis Mayfield,Pusherman,139
351,2021-07-11 07:59,The Gap Band,"Outstanding - Original 12"" Mix",69
352,2021-07-11 08:10,Prince,Raspberry Beret,215173
353,2021-07-11 08:14,D'Angelo,Brown Sugar,262893
354,2021-07-11 08:17,Curtis Mayfield,Move on Up,165789
355,2021-07-11 08:21,CHIC,Soup for One,235028
356,2021-07-12 07:00,WizKid,Longtime (feat. Skepta),0
357,2021-07-12 07:04,WizKid,Reckless,233160
358,2021-07-12 07:07,WizKid,Ginger (feat. Burna Boy),196146
359,2021-07-12 07:11,WizKid,Longtime (feat. Skepta),239893
360,2021-07-12 07:14,WizKid,Mighty Wine,217813
361,2021-07-12 07:24,WizKid,Blessed (feat. Damian Marley),181499
362,2021-07-12 07:33,FT News Briefing,EU’s Andreas Schwab responds to White House criticism of EU tech regulation,578730
363,2021-07-12 07:38,WizKid,Blessed (feat. Damian Marley),262973
364,2021-07-12 07:42,WizKid,Smile (feat. H.E.R.),251853
365,2021-07-12 07:44,WizKid,Piece of Me (feat. Ella Mai),94999
366,2021-07-13 07:20,WizKid,Piece of Me (feat. Ella Mai),200437
367,2021-07-13 07:23,WizKid,No Stress,202640
368,2021-07-13 07:27,WizKid,True Love (feat. Tay Iwar & Projexx),247333
369,2021-07-13 07:31,WizKid,Sweet One,250720
370,2021-07-13 07:35,WizKid,Essence (feat. Tems),248040
371,2021-07-13 07:38,WizKid,Roma (feat. Terri),179920
372,2021-07-13 07:42,WizKid,Gyrate,193720
373,2021-07-13 07:45,WizKid,Grace,203026
374,2021-07-13 07:49,WizKid,Piece of Me (feat. Ella Mai),196560
375,2021-07-13 07:52,Burna Boy,Real Life (feat. Stormzy),197933
376,2021-07-13 07:56,DJ Tunez,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)",213599
377,2021-07-13 07:58,Naira Marley,Soapy,159613
378,2021-07-13 08:08,FT News Briefing,The European Central Bank focuses on climate change,608223
379,2021-07-13 08:11,Rejjie Snow,Obrigado,139013
380,2021-07-13 08:15,Rejjie Snow,Cookie Chips,259906
381,2021-07-13 08:16,Rejjie Snow,Mirrors,42333
382,2021-07-13 08:16,Rejjie Snow,Cookie Chips - Interlude,40305
383,2021-07-13 17:15,The Daily,The Debate Over Critical Race Theory,1900994
384,2021-07-14 06:38,Anderson .Paak,Parking Lot,2600
385,2021-07-14 06:42,GoldLink,Best Rapper in the Fuckin World,148123
386,2021-07-14 06:45,Domo Genesis,Dapper (feat. Anderson .Paak),193093
387,2021-07-14 06:49,Jamila Woods,SULA (Paperback),255906
